"","year_month","continent","countries_and_territories","country_territory_code","population_2019","cases","deaths"
"1","2020-01","Africa","Algeria","DZA",43053054,0,0
"2","2020-01","Africa","Egypt","EGY",100388076,0,0
"3","2020-01","Africa","Nigeria","NGA",200963603,0,0
"4","2020-01","America","Brazil","BRA",211049519,0,0
"5","2020-01","America","Canada","CAN",37411038,3,0
"6","2020-01","America","Dominican_Republic","DOM",10738957,0,0
"7","2020-01","America","Ecuador","ECU",17373657,0,0
"8","2020-01","America","Mexico","MEX",127575529,2,0
"9","2020-01","America","United_States_of_America","USA",329064917,6,0
"10","2020-01","Asia","Afghanistan","AFG",38041757,0,0
"11","2020-01","Asia","Bahrain","BHR",1641164,0,0
"12","2020-01","Asia","Cambodia","KHM",16486542,1,0
"13","2020-01","Asia","China","CHN",1433783692,9687,213
"14","2020-01","Asia","India","IND",1366417756,1,0
"15","2020-01","Asia","Indonesia","IDN",270625567,0,0
"16","2020-01","Asia","Iran","IRN",82913893,0,0
"17","2020-01","Asia","Iraq","IRQ",39309789,0,0
"18","2020-01","Asia","Israel","ISR",8519373,0,0
"19","2020-01","Asia","Japan","JPN",126860299,14,0
"20","2020-01","Asia","Kuwait","KWT",4207077,0,0
"21","2020-01","Asia","Lebanon","LBN",6855709,0,0
"22","2020-01","Asia","Malaysia","MYS",31949789,8,0
"23","2020-01","Asia","Nepal","NPL",28608715,1,0
"24","2020-01","Asia","Oman","OMN",4974992,0,0
"25","2020-01","Asia","Pakistan","PAK",216565317,0,0
"26","2020-01","Asia","Philippines","PHL",108116622,1,0
"27","2020-01","Asia","Qatar","QAT",2832071,0,0
"28","2020-01","Asia","Singapore","SGP",5804343,13,0
"29","2020-01","Asia","South_Korea","KOR",51225321,7,0
"30","2020-01","Asia","Sri_Lanka","LKA",21323734,1,0
"31","2020-01","Asia","Taiwan","CNG1925",23773881,9,0
"32","2020-01","Asia","Thailand","THA",69625581,14,0
"33","2020-01","Asia","United_Arab_Emirates","ARE",9770526,4,0
"34","2020-01","Asia","Vietnam","VNM",96462108,5,0
"35","2020-01","Europe","Armenia","ARM",2957728,0,0
"36","2020-01","Europe","Austria","AUT",8858775,0,0
"37","2020-01","Europe","Azerbaijan","AZE",10047719,0,0
"38","2020-01","Europe","Belarus","BLR",9452409,0,0
"39","2020-01","Europe","Belgium","BEL",11455519,0,0
"40","2020-01","Europe","Croatia","HRV",4076246,0,0
"41","2020-01","Europe","Czechia","CZE",10649800,0,0
"42","2020-01","Europe","Denmark","DNK",5806081,0,0
"43","2020-01","Europe","Estonia","EST",1324820,0,0
"44","2020-01","Europe","Finland","FIN",5517919,1,0
"45","2020-01","Europe","France","FRA",67012883,6,0
"46","2020-01","Europe","Georgia","GEO",3996762,0,0
"47","2020-01","Europe","Germany","DEU",83019213,5,0
"48","2020-01","Europe","Greece","GRC",10724599,0,0
"49","2020-01","Europe","Iceland","ISL",356991,0,0
"50","2020-01","Europe","Ireland","IRL",4904240,0,0
"51","2020-01","Europe","Italy","ITA",60359546,3,0
"52","2020-01","Europe","Lithuania","LTU",2794184,0,0
"53","2020-01","Europe","Luxembourg","LUX",613894,0,0
"54","2020-01","Europe","Monaco","MCO",33085,0,0
"55","2020-01","Europe","Netherlands","NLD",17282163,0,0
"56","2020-01","Europe","North_Macedonia","MKD",2077132,0,0
"57","2020-01","Europe","Norway","NOR",5328212,0,0
"58","2020-01","Europe","Romania","ROU",19414458,0,0
"59","2020-01","Europe","Russia","RUS",145872260,0,0
"60","2020-01","Europe","San_Marino","SMR",34453,0,0
"61","2020-01","Europe","Spain","ESP",46937060,0,0
"62","2020-01","Europe","Sweden","SWE",10230185,0,0
"63","2020-01","Europe","Switzerland","CHE",8544527,0,0
"64","2020-01","Europe","United_Kingdom","GBR",66647112,0,0
"65","2020-01","Oceania","Australia","AUS",25203200,7,0
"66","2020-01","Oceania","New_Zealand","NZL",4783062,0,0
"67","2020-02","Africa","Algeria","DZA",43053054,1,0
"68","2020-02","Africa","Egypt","EGY",100388076,1,0
"69","2020-02","Africa","Nigeria","NGA",200963603,1,0
"70","2020-02","America","Brazil","BRA",211049519,1,0
"71","2020-02","America","Canada","CAN",37411038,13,0
"72","2020-02","America","Dominican_Republic","DOM",10738957,0,0
"73","2020-02","America","Ecuador","ECU",17373657,0,0
"74","2020-02","America","Mexico","MEX",127575529,12,0
"75","2020-02","America","United_States_of_America","USA",329064917,60,0
"76","2020-02","Asia","Afghanistan","AFG",38041757,1,0
"77","2020-02","Asia","Bahrain","BHR",1641164,38,0
"78","2020-02","Asia","Cambodia","KHM",16486542,0,0
"79","2020-02","Asia","China","CHN",1433783692,69641,2624
"80","2020-02","Asia","India","IND",1366417756,2,0
"81","2020-02","Asia","Indonesia","IDN",270625567,0,0
"82","2020-02","Asia","Iran","IRN",82913893,388,34
"83","2020-02","Asia","Iraq","IRQ",39309789,7,0
"84","2020-02","Asia","Israel","ISR",8519373,7,0
"85","2020-02","Asia","Japan","JPN",126860299,216,3
"86","2020-02","Asia","Kuwait","KWT",4207077,45,0
"87","2020-02","Asia","Lebanon","LBN",6855709,3,0
"88","2020-02","Asia","Malaysia","MYS",31949789,17,0
"89","2020-02","Asia","Nepal","NPL",28608715,0,0
"90","2020-02","Asia","Oman","OMN",4974992,6,0
"91","2020-02","Asia","Pakistan","PAK",216565317,2,0
"92","2020-02","Asia","Philippines","PHL",108116622,2,1
"93","2020-02","Asia","Qatar","QAT",2832071,0,0
"94","2020-02","Asia","Singapore","SGP",5804343,85,0
"95","2020-02","Asia","South_Korea","KOR",51225321,2924,16
"96","2020-02","Asia","Sri_Lanka","LKA",21323734,0,0
"97","2020-02","Asia","Taiwan","CNG1925",23773881,30,1
"98","2020-02","Asia","Thailand","THA",69625581,28,0
"99","2020-02","Asia","United_Arab_Emirates","ARE",9770526,17,0
"100","2020-02","Asia","Vietnam","VNM",96462108,11,0
"101","2020-02","Europe","Armenia","ARM",2957728,0,0
"102","2020-02","Europe","Austria","AUT",8858775,7,0
"103","2020-02","Europe","Azerbaijan","AZE",10047719,1,0
"104","2020-02","Europe","Belarus","BLR",9452409,1,0
"105","2020-02","Europe","Belgium","BEL",11455519,1,0
"106","2020-02","Europe","Croatia","HRV",4076246,5,0
"107","2020-02","Europe","Czechia","CZE",10649800,0,0
"108","2020-02","Europe","Denmark","DNK",5806081,2,0
"109","2020-02","Europe","Estonia","EST",1324820,1,0
"110","2020-02","Europe","Finland","FIN",5517919,2,0
"111","2020-02","Europe","France","FRA",67012883,51,2
"112","2020-02","Europe","Georgia","GEO",3996762,2,0
"113","2020-02","Europe","Germany","DEU",83019213,52,0
"114","2020-02","Europe","Greece","GRC",10724599,4,0
"115","2020-02","Europe","Iceland","ISL",356991,1,0
"116","2020-02","Europe","Ireland","IRL",4904240,0,0
"117","2020-02","Europe","Italy","ITA",60359546,885,21
"118","2020-02","Europe","Lithuania","LTU",2794184,1,0
"119","2020-02","Europe","Luxembourg","LUX",613894,0,0
"120","2020-02","Europe","Monaco","MCO",33085,1,0
"121","2020-02","Europe","Netherlands","NLD",17282163,2,0
"122","2020-02","Europe","North_Macedonia","MKD",2077132,1,0
"123","2020-02","Europe","Norway","NOR",5328212,6,0
"124","2020-02","Europe","Romania","ROU",19414458,3,0
"125","2020-02","Europe","Russia","RUS",145872260,2,0
"126","2020-02","Europe","San_Marino","SMR",34453,1,0
"127","2020-02","Europe","Spain","ESP",46937060,54,0
"128","2020-02","Europe","Sweden","SWE",10230185,11,0
"129","2020-02","Europe","Switzerland","CHE",8544527,12,0
"130","2020-02","Europe","United_Kingdom","GBR",66647112,30,0
"131","2020-02","Oceania","Australia","AUS",25203200,18,0
"132","2020-02","Oceania","New_Zealand","NZL",4783062,1,0
"133","2020-03","Africa","Algeria","DZA",43053054,583,35
"134","2020-03","Africa","Angola","AGO",31825299,7,2
"135","2020-03","Africa","Benin","BEN",11801151,6,0
"136","2020-03","Africa","Burkina_Faso","BFA",20321383,222,12
"137","2020-03","Africa","Cameroon","CMR",25876387,142,2
"138","2020-03","Africa","Cape_Verde","CPV",549936,5,1
"139","2020-03","Africa","Central_African_Republic","CAF",4745179,6,0
"140","2020-03","Africa","Chad","TCD",15946882,7,0
"141","2020-03","Africa","Congo","COG",5380504,19,0
"142","2020-03","Africa","Cote_dIvoire","CIV",25716554,168,1
"143","2020-03","Africa","Democratic_Republic_of_the_Congo","COD",86790568,98,8
"144","2020-03","Africa","Djibouti","DJI",973557,26,0
"145","2020-03","Africa","Egypt","EGY",100388076,608,40
"146","2020-03","Africa","Equatorial_Guinea","GNQ",1355982,14,0
"147","2020-03","Africa","Eritrea","ERI",3497117,12,0
"148","2020-03","Africa","Eswatini","SWZ",1148133,9,0
"149","2020-03","Africa","Ethiopia","ETH",112078727,23,0
"150","2020-03","Africa","Gabon","GAB",2172578,7,1
"151","2020-03","Africa","Gambia","GMB",2347696,4,1
"152","2020-03","Africa","Ghana","GHA",30417858,152,5
"153","2020-03","Africa","Guinea","GIN",12771246,16,0
"154","2020-03","Africa","Guinea_Bissau","GNB",1920917,2,0
"155","2020-03","Africa","Kenya","KEN",52573967,50,1
"156","2020-03","Africa","Liberia","LBR",4937374,3,0
"157","2020-03","Africa","Libya","LBY",6777453,8,0
"158","2020-03","Africa","Madagascar","MDG",26969306,44,0
"159","2020-03","Africa","Mali","MLI",19658023,18,0
"160","2020-03","Africa","Mauritania","MRT",4525698,5,0
"161","2020-03","Africa","Mauritius","MUS",1269670,128,3
"162","2020-03","Africa","Morocco","MAR",36471766,556,33
"163","2020-03","Africa","Mozambique","MOZ",30366043,8,0
"164","2020-03","Africa","Namibia","NAM",2494524,11,0
"165","2020-03","Africa","Niger","NER",23310719,20,3
"166","2020-03","Africa","Nigeria","NGA",200963603,130,2
"167","2020-03","Africa","Rwanda","RWA",12626938,70,0
"168","2020-03","Africa","Senegal","SEN",16296362,162,0
"169","2020-03","Africa","Seychelles","SYC",97741,10,0
"170","2020-03","Africa","Somalia","SOM",15442906,3,0
"171","2020-03","Africa","South_Africa","ZAF",58558267,1326,3
"172","2020-03","Africa","Sudan","SDN",42813237,6,2
"173","2020-03","Africa","Togo","TGO",8082359,34,1
"174","2020-03","Africa","Tunisia","TUN",11694721,312,8
"175","2020-03","Africa","Uganda","UGA",44269587,33,0
"176","2020-03","Africa","United_Republic_of_Tanzania","TZA",58005461,19,1
"177","2020-03","Africa","Zambia","ZMB",17861034,35,0
"178","2020-03","Africa","Zimbabwe","ZWE",14645473,7,1
"179","2020-03","America","Anguilla","AIA",14872,2,0
"180","2020-03","America","Antigua_and_Barbuda","ATG",97115,7,0
"181","2020-03","America","Argentina","ARG",44780675,966,24
"182","2020-03","America","Aruba","ABW",106310,50,0
"183","2020-03","America","Bahamas","BHS",389486,14,0
"184","2020-03","America","Barbados","BRB",287021,34,0
"185","2020-03","America","Belize","BLZ",390351,3,0
"186","2020-03","America","Bermuda","BMU",62508,27,0
"187","2020-03","America","Bolivia","BOL",11513102,107,6
"188","2020-03","America","Brazil","BRA",211049519,4578,159
"189","2020-03","America","British_Virgin_Islands","VGB",30033,3,0
"190","2020-03","America","Canada","CAN",37411038,7408,89
"191","2020-03","America","Cayman_Islands","CYM",64948,12,1
"192","2020-03","America","Chile","CHL",18952035,2449,8
"193","2020-03","America","Colombia","COL",50339443,798,14
"194","2020-03","America","Costa_Rica","CRI",5047561,330,2
"195","2020-03","America","Cuba","CUB",11333484,170,4
"196","2020-03","America","Curacao","CUW",163423,9,1
"197","2020-03","America","Dominica","DMA",71808,11,0
"198","2020-03","America","Dominican_Republic","DOM",10738957,901,42
"199","2020-03","America","Ecuador","ECU",17373657,1966,62
"200","2020-03","America","El_Salvador","SLV",6453550,32,0
"201","2020-03","America","Greenland","GRL",56660,10,0
"202","2020-03","America","Grenada","GRD",112002,9,0
"203","2020-03","America","Guatemala","GTM",17581476,36,1
"204","2020-03","America","Guyana","GUY",782775,8,1
"205","2020-03","America","Haiti","HTI",11263079,15,0
"206","2020-03","America","Honduras","HND",9746115,141,7
"207","2020-03","America","Jamaica","JAM",2948277,38,1
"208","2020-03","America","Mexico","MEX",127575529,2432,28
"209","2020-03","America","Montserrat","MSF",4991,5,0
"210","2020-03","America","Nicaragua","NIC",6545503,4,1
"211","2020-03","America","Panama","PAN",4246440,1075,26
"212","2020-03","America","Paraguay","PRY",7044639,65,3
"213","2020-03","America","Peru","PER",32510462,950,24
"214","2020-03","America","Puerto_Rico","PRI",2933404,174,6
"215","2020-03","America","Saint_Kitts_and_Nevis","KNA",52834,7,0
"216","2020-03","America","Saint_Lucia","LCA",182795,9,0
"217","2020-03","America","Saint_Vincent_and_the_Grenadines","VCT",110593,1,0
"218","2020-03","America","Sint_Maarten","SXM",42389,3,0
"219","2020-03","America","Suriname","SUR",581363,8,0
"220","2020-03","America","Trinidad_and_Tobago","TTO",1394969,85,3
"221","2020-03","America","Turks_and_Caicos_islands","TCA",38194,5,0
"222","2020-03","America","United_States_of_America","USA",329064917,164554,3170
"223","2020-03","America","United_States_Virgin_Islands","VIR",104579,30,0
"224","2020-03","America","Uruguay","URY",3461731,324,1
"225","2020-03","America","Venezuela","VEN",28515829,135,3
"226","2020-03","Asia","Afghanistan","AFG",38041757,140,4
"227","2020-03","Asia","Bahrain","BHR",1641164,477,4
"228","2020-03","Asia","Bangladesh","BGD",163046173,49,5
"229","2020-03","Asia","Bhutan","BTN",763094,4,0
"230","2020-03","Asia","Brunei_Darussalam","BRN",433296,127,1
"231","2020-03","Asia","Cambodia","KHM",16486542,108,0
"232","2020-03","Asia","China","CHN",1433783692,2886,472
"233","2020-03","Asia","India","IND",1366417756,1248,32
"234","2020-03","Asia","Indonesia","IDN",270625567,1414,122
"235","2020-03","Asia","Iran","IRN",82913893,41107,2723
"236","2020-03","Asia","Iraq","IRQ",39309789,623,46
"237","2020-03","Asia","Israel","ISR",8519373,4466,17
"238","2020-03","Asia","Japan","JPN",126860299,1723,53
"239","2020-03","Asia","Jordan","JOR",10101697,268,5
"240","2020-03","Asia","Kazakhstan","KAZ",18551428,325,1
"241","2020-03","Asia","Kuwait","KWT",4207077,221,0
"242","2020-03","Asia","Kyrgyzstan","KGZ",6415851,84,0
"243","2020-03","Asia","Laos","LAO",7169456,9,0
"244","2020-03","Asia","Lebanon","LBN",6855709,443,11
"245","2020-03","Asia","Malaysia","MYS",31949789,2601,37
"246","2020-03","Asia","Maldives","MDV",530957,17,0
"247","2020-03","Asia","Mongolia","MNG",3225166,12,0
"248","2020-03","Asia","Myanmar","MMR",54045422,14,0
"249","2020-03","Asia","Nepal","NPL",28608715,4,0
"250","2020-03","Asia","Oman","OMN",4974992,173,0
"251","2020-03","Asia","Pakistan","PAK",216565317,1623,18
"252","2020-03","Asia","Palestine","PSE",4981422,115,1
"253","2020-03","Asia","Philippines","PHL",108116622,2081,87
"254","2020-03","Asia","Qatar","QAT",2832071,693,1
"255","2020-03","Asia","Saudi_Arabia","SAU",34268529,1453,8
"256","2020-03","Asia","Singapore","SGP",5804343,746,3
"257","2020-03","Asia","South_Korea","KOR",51225321,6855,147
"258","2020-03","Asia","Sri_Lanka","LKA",21323734,119,1
"259","2020-03","Asia","Syria","SYR",17070132,10,2
"260","2020-03","Asia","Taiwan","CNG1925",23773881,267,4
"261","2020-03","Asia","Thailand","THA",69625581,1609,10
"262","2020-03","Asia","Timor_Leste","TLS",1293120,1,0
"263","2020-03","Asia","United_Arab_Emirates","ARE",9770526,590,5
"264","2020-03","Asia","Uzbekistan","UZB",32981715,149,2
"265","2020-03","Asia","Vietnam","VNM",96462108,190,0
"266","2020-03","Europe","Albania","ALB",2862427,223,12
"267","2020-03","Europe","Andorra","AND",76177,370,8
"268","2020-03","Europe","Armenia","ARM",2957728,532,3
"269","2020-03","Europe","Austria","AUT",8858775,9611,108
"270","2020-03","Europe","Azerbaijan","AZE",10047719,272,4
"271","2020-03","Europe","Belarus","BLR",9452409,104,0
"272","2020-03","Europe","Belgium","BEL",11455519,15303,1170
"273","2020-03","Europe","Bosnia_and_Herzegovina","BIH",3300998,353,8
"274","2020-03","Europe","Bulgaria","BGR",7000039,359,8
"275","2020-03","Europe","Croatia","HRV",4076246,785,6
"276","2020-03","Europe","Cyprus","CYP",875899,230,7
"277","2020-03","Europe","Czechia","CZE",10649800,3002,24
"278","2020-03","Europe","Denmark","DNK",5806081,2575,77
"279","2020-03","Europe","Estonia","EST",1324820,714,3
"280","2020-03","Europe","Faroe_Islands","FRO",48677,168,0
"281","2020-03","Europe","Finland","FIN",5517919,1310,13
"282","2020-03","Europe","France","FRA",67012883,44493,3022
"283","2020-03","Europe","Georgia","GEO",3996762,96,0
"284","2020-03","Europe","Germany","DEU",83019213,61856,583
"285","2020-03","Europe","Gibraltar","GIB",33706,69,0
"286","2020-03","Europe","Greece","GRC",10724599,1208,43
"287","2020-03","Europe","Guernsey","GGY",64468,45,0
"288","2020-03","Europe","Holy_See","VAT",815,6,0
"289","2020-03","Europe","Hungary","HUN",9772756,492,16
"290","2020-03","Europe","Iceland","ISL",356991,1085,2
"291","2020-03","Europe","Ireland","IRL",4904240,2910,54
"292","2020-03","Europe","Isle_of_Man","IMN",84589,42,0
"293","2020-03","Europe","Italy","ITA",60359546,100851,11570
"294","2020-03","Europe","Jersey","JEY",107796,63,2
"295","2020-03","Europe","Kosovo","XKX",1798506,110,1
"296","2020-03","Europe","Latvia","LVA",1919968,376,0
"297","2020-03","Europe","Liechtenstein","LIE",38378,64,0
"298","2020-03","Europe","Lithuania","LTU",2794184,483,7
"299","2020-03","Europe","Luxembourg","LUX",613894,1988,22
"300","2020-03","Europe","Malta","MLT",493559,169,0
"301","2020-03","Europe","Moldova","MDA",4043258,298,2
"302","2020-03","Europe","Monaco","MCO",33085,35,0
"303","2020-03","Europe","Montenegro","MNE",622182,91,1
"304","2020-03","Europe","Netherlands","NLD",17282163,11748,864
"305","2020-03","Europe","North_Macedonia","MKD",2077132,284,7
"306","2020-03","Europe","Norway","NOR",5328212,4220,26
"307","2020-03","Europe","Poland","POL",37972812,2055,31
"308","2020-03","Europe","Portugal","PRT",10276617,6408,140
"309","2020-03","Europe","Romania","ROU",19414458,1949,44
"310","2020-03","Europe","Russia","RUS",145872260,1834,10
"311","2020-03","Europe","San_Marino","SMR",34453,228,25
"312","2020-03","Europe","Serbia","SRB",6963764,785,16
